Time resolution is 1 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FIFO36E1.v" Line 462: Timing violation in scope /top_tb/u_top/u_memory/u_FIFO36E1/TChk462_8082 at time 1523399380 ps $recrem (negedge RST,posedge RDCLK,(0:0:0),(0:0:0),notifier_rdclk,rdclk_en_p,rdclk_en_p,RST_dly,RDCLK_dly)  $removal violation detected. Time: 1523399380 ps, Ref Event Time Stamp: 1523399380 ps, Data Event Time Stamp: 1523398313 ps, Limit: 2068 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[175].Firstff/TChk170_8162 at time 2006717358 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006717358 ps, Data Event Time Stamp: 2005631358 ps, Ref Event Time Stamp: 2006717200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[175].Firstff/TChk170_8162 at time 2006717358 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006717358 ps, Ref Event Time Stamp: 2006717200 ps, Data Event Time Stamp: 2006717358 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[176].Firstff/TChk168_8160 at time 2006732259 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006732259 ps, Data Event Time Stamp: 2005646259 ps, Ref Event Time Stamp: 2006732200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[176].Firstff/TChk168_8160 at time 2006732259 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006732259 ps, Ref Event Time Stamp: 2006732200 ps, Data Event Time Stamp: 2006732259 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[177].Firstff/TChk168_8160 at time 2006732259 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006732259 ps, Data Event Time Stamp: 2005646259 ps, Ref Event Time Stamp: 2006732200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[177].Firstff/TChk168_8160 at time 2006732259 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006732259 ps, Ref Event Time Stamp: 2006732200 ps, Data Event Time Stamp: 2006732259 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[178].Firstff/TChk168_8160 at time 2006732259 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006732259 ps, Data Event Time Stamp: 2005646259 ps, Ref Event Time Stamp: 2006732200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[178].Firstff/TChk168_8160 at time 2006732259 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006732259 ps, Ref Event Time Stamp: 2006732200 ps, Data Event Time Stamp: 2006732259 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[171].Firstff/TChk168_8160 at time 2006732260 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006732260 ps, Data Event Time Stamp: 2005646260 ps, Ref Event Time Stamp: 2006732200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[171].Firstff/TChk168_8160 at time 2006732260 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006732260 ps, Ref Event Time Stamp: 2006732200 ps, Data Event Time Stamp: 2006732260 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[180].Firstff/TChk168_8160 at time 2006732357 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006732357 ps, Data Event Time Stamp: 2005646357 ps, Ref Event Time Stamp: 2006732200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[180].Firstff/TChk168_8160 at time 2006732357 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006732357 ps, Ref Event Time Stamp: 2006732200 ps, Data Event Time Stamp: 2006732357 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[181].Firstff/TChk168_8160 at time 2006732357 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006732357 ps, Data Event Time Stamp: 2005646357 ps, Ref Event Time Stamp: 2006732200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[181].Firstff/TChk168_8160 at time 2006732357 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006732357 ps, Ref Event Time Stamp: 2006732200 ps, Data Event Time Stamp: 2006732357 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[182].Firstff/TChk168_8160 at time 2006732357 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006732357 ps, Data Event Time Stamp: 2005646357 ps, Ref Event Time Stamp: 2006732200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[182].Firstff/TChk168_8160 at time 2006732357 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006732357 ps, Ref Event Time Stamp: 2006732200 ps, Data Event Time Stamp: 2006732357 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[175].Firstff/TChk168_8160 at time 2006732358 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2006732358 ps, Data Event Time Stamp: 2005646358 ps, Ref Event Time Stamp: 2006732200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[175].Firstff/TChk168_8160 at time 2006732358 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2006732358 ps, Ref Event Time Stamp: 2006732200 ps, Data Event Time Stamp: 2006732358 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[136].Firstff/TChk170_8162 at time 2007802279 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007802279 ps, Data Event Time Stamp: 2006716279 ps, Ref Event Time Stamp: 2007802200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[136].Firstff/TChk170_8162 at time 2007802279 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007802279 ps, Ref Event Time Stamp: 2007802200 ps, Data Event Time Stamp: 2007802279 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[137].Firstff/TChk170_8162 at time 2007802279 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007802279 ps, Data Event Time Stamp: 2006716279 ps, Ref Event Time Stamp: 2007802200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[137].Firstff/TChk170_8162 at time 2007802279 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007802279 ps, Ref Event Time Stamp: 2007802200 ps, Data Event Time Stamp: 2007802279 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[138].Firstff/TChk170_8162 at time 2007802279 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007802279 ps, Data Event Time Stamp: 2006716279 ps, Ref Event Time Stamp: 2007802200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[138].Firstff/TChk170_8162 at time 2007802279 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007802279 ps, Ref Event Time Stamp: 2007802200 ps, Data Event Time Stamp: 2007802279 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[131].Firstff/TChk170_8162 at time 2007802280 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007802280 ps, Data Event Time Stamp: 2006716280 ps, Ref Event Time Stamp: 2007802200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[131].Firstff/TChk170_8162 at time 2007802280 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007802280 ps, Ref Event Time Stamp: 2007802200 ps, Data Event Time Stamp: 2007802280 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[140].Firstff/TChk170_8162 at time 2007802377 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007802377 ps, Data Event Time Stamp: 2006716377 ps, Ref Event Time Stamp: 2007802200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[140].Firstff/TChk170_8162 at time 2007802377 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007802377 ps, Ref Event Time Stamp: 2007802200 ps, Data Event Time Stamp: 2007802377 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[141].Firstff/TChk170_8162 at time 2007802377 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007802377 ps, Data Event Time Stamp: 2006716377 ps, Ref Event Time Stamp: 2007802200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[141].Firstff/TChk170_8162 at time 2007802377 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007802377 ps, Ref Event Time Stamp: 2007802200 ps, Data Event Time Stamp: 2007802377 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[142].Firstff/TChk170_8162 at time 2007802377 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007802377 ps, Data Event Time Stamp: 2006716377 ps, Ref Event Time Stamp: 2007802200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[142].Firstff/TChk170_8162 at time 2007802377 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007802377 ps, Ref Event Time Stamp: 2007802200 ps, Data Event Time Stamp: 2007802377 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[135].Firstff/TChk170_8162 at time 2007802378 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007802378 ps, Data Event Time Stamp: 2006716378 ps, Ref Event Time Stamp: 2007802200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[135].Firstff/TChk170_8162 at time 2007802378 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007802378 ps, Ref Event Time Stamp: 2007802200 ps, Data Event Time Stamp: 2007802378 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[136].Firstff/TChk168_8160 at time 2007817279 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007817279 ps, Data Event Time Stamp: 2006731279 ps, Ref Event Time Stamp: 2007817200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[136].Firstff/TChk168_8160 at time 2007817279 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007817279 ps, Ref Event Time Stamp: 2007817200 ps, Data Event Time Stamp: 2007817279 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[137].Firstff/TChk168_8160 at time 2007817279 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007817279 ps, Data Event Time Stamp: 2006731279 ps, Ref Event Time Stamp: 2007817200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[137].Firstff/TChk168_8160 at time 2007817279 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007817279 ps, Ref Event Time Stamp: 2007817200 ps, Data Event Time Stamp: 2007817279 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[138].Firstff/TChk168_8160 at time 2007817279 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007817279 ps, Data Event Time Stamp: 2006731279 ps, Ref Event Time Stamp: 2007817200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[138].Firstff/TChk168_8160 at time 2007817279 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007817279 ps, Ref Event Time Stamp: 2007817200 ps, Data Event Time Stamp: 2007817279 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[131].Firstff/TChk168_8160 at time 2007817280 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007817280 ps, Data Event Time Stamp: 2006731280 ps, Ref Event Time Stamp: 2007817200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[131].Firstff/TChk168_8160 at time 2007817280 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007817280 ps, Ref Event Time Stamp: 2007817200 ps, Data Event Time Stamp: 2007817280 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[140].Firstff/TChk168_8160 at time 2007817377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007817377 ps, Data Event Time Stamp: 2006731377 ps, Ref Event Time Stamp: 2007817200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[140].Firstff/TChk168_8160 at time 2007817377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007817377 ps, Ref Event Time Stamp: 2007817200 ps, Data Event Time Stamp: 2007817377 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[141].Firstff/TChk168_8160 at time 2007817377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007817377 ps, Data Event Time Stamp: 2006731377 ps, Ref Event Time Stamp: 2007817200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[141].Firstff/TChk168_8160 at time 2007817377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007817377 ps, Ref Event Time Stamp: 2007817200 ps, Data Event Time Stamp: 2007817377 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[142].Firstff/TChk168_8160 at time 2007817377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007817377 ps, Data Event Time Stamp: 2006731377 ps, Ref Event Time Stamp: 2007817200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[142].Firstff/TChk168_8160 at time 2007817377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007817377 ps, Ref Event Time Stamp: 2007817200 ps, Data Event Time Stamp: 2007817377 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[135].Firstff/TChk168_8160 at time 2007817378 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2007817378 ps, Data Event Time Stamp: 2006731378 ps, Ref Event Time Stamp: 2007817200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[135].Firstff/TChk168_8160 at time 2007817378 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2007817378 ps, Ref Event Time Stamp: 2007817200 ps, Data Event Time Stamp: 2007817378 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[92].Firstff/TChk170_8162 at time 2008887201 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2008887201 ps, Ref Event Time Stamp: 2008887200 ps, Data Event Time Stamp: 2008887201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[93].Firstff/TChk170_8162 at time 2008887201 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2008887201 ps, Ref Event Time Stamp: 2008887200 ps, Data Event Time Stamp: 2008887201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[94].Firstff/TChk170_8162 at time 2008887201 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2008887201 ps, Ref Event Time Stamp: 2008887200 ps, Data Event Time Stamp: 2008887201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[87].Firstff/TChk170_8162 at time 2008887202 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2008887202 ps, Ref Event Time Stamp: 2008887200 ps, Data Event Time Stamp: 2008887202 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[96].Firstff/TChk170_8162 at time 2008887299 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2008887299 ps, Data Event Time Stamp: 2007801299 ps, Ref Event Time Stamp: 2008887200 ps, Limit: -45 ps
